site_id,timestamp,if_score,baseline_score,alert,baseline_alert
S0,2024-01-13 01:30:00,0.237069554653216,0.08065756392001312,0,0
S0,2024-01-13 01:45:00,0.10230341878562305,0.08175002810092123,0,0
S0,2024-01-13 02:00:00,0.10852767112214592,0.08534837591615471,0,0
S0,2024-01-13 02:15:00,0.1718442355548144,0.09698505615533688,0,0
S0,2024-01-13 02:30:00,0.182332921261058,0.12920704941628444,0,0
S0,2024-01-13 02:45:00,0.15303756395644946,0.10844348608984239,0,0
S0,2024-01-13 03:00:00,0.18028462529295822,0.0884240615404358,0,0
S0,2024-01-13 03:15:00,0.17905983143909482,0.07457243220788654,0,0
S0,2024-01-13 03:30:00,0.2132839838421608,0.1094239883143455,0,0
S0,2024-01-13 03:45:00,0.1325816833184061,0.09671733039537585,0,0
S0,2024-01-13 04:00:00,0.07727554548776137,0.13890805799008274,0,0
S0,2024-01-13 04:15:00,0.06725667816410144,0.07288223746272503,0,0
S0,2024-01-13 04:30:00,0.08903065187414404,0.113011857764153,0,0
S0,2024-01-13 04:45:00,0.08941089740831883,0.08770548595268553,0,0
S0,2024-01-13 05:00:00,0.18143452201705085,0.07807764612228156,0,0
S0,2024-01-13 05:15:00,0.05687641271595775,0.08139858593986075,0,0
S0,2024-01-13 05:30:00,0.0822315553622913,0.06300655793436358,0,0
S0,2024-01-13 05:45:00,0.050733259502252846,0.04683053313482644,0,0
S0,2024-01-13 06:00:00,0.13846698082859762,0.07098576884349886,0,0
S0,2024-01-13 06:15:00,0.2651296712032401,0.10738133416892,0,0
S0,2024-01-13 06:30:00,0.2104252186635863,0.06317224690181523,0,0
S0,2024-01-13 06:45:00,0.16572723706956347,0.0643131515281249,0,0
S0,2024-01-13 07:00:00,0.10396486047589572,0.0337460208686336,0,0
S0,2024-01-13 07:15:00,0.2183359269023096,0.04738865170578905,0,0
S0,2024-01-13 07:30:00,0.19344514265224025,0.03545157153045875,0,0
S0,2024-01-13 07:45:00,0.2595606141090771,0.08977841800694128,0,0
S0,2024-01-13 08:00:00,0.26942871782730576,0.14013087549171074,0,0
S0,2024-01-13 08:15:00,0.26114225066902536,0.14302903542199355,0,0
S0,2024-01-13 08:30:00,0.24045245052395825,0.07233350002718217,0,0
S0,2024-01-13 08:45:00,0.2806841285045058,0.06958944966681983,0,0
S0,2024-01-13 09:00:00,0.34158705080646684,0.1360124892136392,0,0
S0,2024-01-13 09:15:00,0.2929453186472714,0.0601892267690644,0,0
S0,2024-01-13 09:30:00,0.31605625294080286,0.05301424367840934,0,0
S0,2024-01-13 09:45:00,0.3166832592627663,0.10526053758086236,0,0
S0,2024-01-13 10:00:00,0.27150722695442386,0.030792359797214484,0,0
S0,2024-01-13 10:15:00,0.27893365870509634,0.0461295406167822,0,0
S0,2024-01-13 10:30:00,0.33639113952511573,0.12307563968535039,0,0
S0,2024-01-13 10:45:00,0.3130158590613422,0.06601697756801159,0,0
S0,2024-01-13 11:00:00,0.2604780179350571,0.07946592792481788,0,0
S0,2024-01-13 11:15:00,0.18316475383705236,0.04688438350591866,0,0
S0,2024-01-13 11:30:00,0.224989267419555,0.08379087252059697,0,0
S0,2024-01-13 11:45:00,0.21986894684750438,0.07582211231962502,0,0
S0,2024-01-13 12:00:00,0.2264093266904915,0.13297611781576765,0,0
S0,2024-01-13 12:15:00,0.2596754848422862,0.08808447447899971,0,0
S0,2024-01-13 12:30:00,0.18429334578637088,0.0977533995504792,0,0
S0,2024-01-13 12:45:00,0.131403968690698,0.08283537678056166,0,0
S0,2024-01-13 13:00:00,0.17132925714287103,0.1268863271848721,0,0
S0,2024-01-13 13:15:00,0.1197964092495511,0.05961539900568892,0,0
S0,2024-01-13 13:30:00,0.13268398817669008,0.08223439703282083,0,0
S0,2024-01-13 13:45:00,0.10435636928768993,0.09355799463915601,0,0
S0,2024-01-13 14:00:00,0.17087316782134246,0.10055651456637678,0,0
S0,2024-01-13 14:15:00,0.12694001391687892,0.07120087717818238,0,0
S0,2024-01-13 14:30:00,0.10960251410383574,0.11977078844240095,0,0
S0,2024-01-13 14:45:00,0.15432692208988194,0.09509114157401498,0,0
S0,2024-01-13 15:00:00,0.0780993818254949,0.07891056083168069,0,0
S0,2024-01-13 15:15:00,0.08982938625356868,0.07151034588996995,0,0
S0,2024-01-13 15:30:00,0.1402916858483438,0.13112570692752762,0,0
S0,2024-01-13 15:45:00,0.06216273592168285,0.07108898467757256,0,0
S0,2024-01-13 16:00:00,0.15673357727154325,0.06664431522747977,0,0
S0,2024-01-13 16:15:00,0.11058658518255365,0.040171552646963885,0,0
S0,2024-01-13 16:30:00,0.14709779435077736,0.10241595758628991,0,0
S0,2024-01-13 16:45:00,0.16190967474123188,0.06714310251169167,0,0
S0,2024-01-13 17:00:00,0.21950487479394334,0.08225561224442897,0,0
S0,2024-01-13 17:15:00,0.12623256371005015,0.06708230244702516,0,0
S0,2024-01-13 17:30:00,0.1748002746519877,0.028326973590234974,0,0
S0,2024-01-13 17:45:00,0.34410667546601337,0.10262366882088823,0,0
S0,2024-01-13 18:00:00,0.24646429743993487,0.051109641081132855,0,0
S0,2024-01-13 18:15:00,0.32555873995804485,0.04203284715541743,0,0
S0,2024-01-13 18:30:00,0.3022360798007396,0.05372854335041835,0,0
S0,2024-01-13 18:45:00,0.3038317464573805,0.11138766571193957,0,0
S0,2024-01-13 19:00:00,0.4803750745297978,0.09129811830561389,0,0
S0,2024-01-13 19:15:00,0.40223967940834526,0.11983685684516625,0,0
S0,2024-01-13 19:30:00,0.353159933111732,0.07081343439511624,0,0
S0,2024-01-13 19:45:00,0.34457096733591025,0.060998553302501944,0,0
S0,2024-01-13 20:00:00,0.35207763310926493,0.05730424406086553,0,0
S0,2024-01-13 20:15:00,0.40291222859684,0.05595526675474308,0,0
S0,2024-01-13 20:30:00,0.49551740413578876,0.09361662597068524,0,0
S0,2024-01-13 20:45:00,0.39960625860556453,0.07931407009711247,0,0
S0,2024-01-13 21:00:00,0.40306038927110965,0.11795980586335714,0,0
S0,2024-01-13 21:15:00,0.47451803789381347,0.07624565575352021,0,0
S0,2024-01-13 21:30:00,0.4644198370709916,0.10435053788501562,0,0
S0,2024-01-13 21:45:00,0.44742302667322337,0.0898773202525111,0,0
S0,2024-01-13 22:00:00,0.39621157438284316,0.0733446654597752,0,0
S0,2024-01-13 22:15:00,0.3845955943072868,0.06227855512550938,0,0
S0,2024-01-13 22:30:00,0.34562844027894035,0.035234100367466215,0,0
S0,2024-01-13 22:45:00,0.42095190661073395,0.08408552721352275,0,0
S0,2024-01-13 23:00:00,0.3604974776271135,0.037112771905485196,0,0
S0,2024-01-13 23:15:00,0.30484762451019165,0.05035887205068828,0,0
S0,2024-01-13 23:30:00,0.36351305234859305,0.05704539115662755,0,0
S0,2024-01-13 23:45:00,0.3275441964543785,0.08806632927887666,0,0
S0,2024-01-14 00:00:00,0.4680527437452177,0.09237597914802392,0,0
S0,2024-01-14 00:15:00,0.48110592506981614,0.07941373329466814,0,0
S0,2024-01-14 00:30:00,0.4187389054591793,0.09240920751202636,0,0
S0,2024-01-14 00:45:00,0.3745754956149886,0.09289895748440412,0,0
S0,2024-01-14 01:00:00,0.25657082805291426,0.09116534698013633,0,0
S0,2024-01-14 01:15:00,0.2164121750476663,0.09965450800743635,0,0
S0,2024-01-14 01:30:00,0.13981448679631295,0.08699869790032742,0,0
S0,2024-01-14 01:45:00,0.14138160838673927,0.08690981928783752,0,0
S0,2024-01-14 02:00:00,0.0857127658112742,0.09366154400673586,0,0
S0,2024-01-14 02:15:00,0.1822964575600667,0.11359472285580018,0,0
S0,2024-01-14 02:30:00,0.10422068755944966,0.0875367609164636,0,0
S0,2024-01-14 02:45:00,0.1693725798967391,0.11010180536939447,0,0
S0,2024-01-14 03:00:00,0.1303426990616004,0.15268592243509774,0,0
S0,2024-01-14 03:15:00,0.13595479309271058,0.12972901504086976,0,0
S0,2024-01-14 03:30:00,0.14371928846239718,0.08521319186546004,0,0
S0,2024-01-14 03:45:00,0.08765567489705983,0.09893437297741392,0,0
S0,2024-01-14 04:00:00,0.10947083070735232,0.06300806056943392,0,0
S0,2024-01-14 04:15:00,0.044192051080173905,0.08079327179740985,0,0
S0,2024-01-14 04:30:00,0.06373346088452266,0.07013744096484585,0,0
S0,2024-01-14 04:45:00,0.07797050362258527,0.06137887235198636,0,0
S0,2024-01-14 05:00:00,0.09746424102359656,0.10586072480141227,0,0
S0,2024-01-14 05:15:00,0.05226747236548312,0.048103652476416535,0,0
S0,2024-01-14 05:30:00,0.17514901376879635,0.09175603668671796,0,0
S0,2024-01-14 05:45:00,0.19907982178159564,0.1060619565642694,0,0
S0,2024-01-14 06:00:00,0.21553925662049733,0.0918575681381676,0,0
S0,2024-01-14 06:15:00,0.2164683485418652,0.07346974483534065,0,0
S0,2024-01-14 06:30:00,0.19886212864578626,0.06154966759554019,0,0
S0,2024-01-14 06:45:00,0.1829415001159554,0.054055097001836666,0,0
S0,2024-01-14 07:00:00,0.1657861895712234,0.047504627244833286,0,0
S0,2024-01-14 07:15:00,0.21173561895703072,0.035270190820137395,0,0
S0,2024-01-14 07:30:00,0.3080368912823738,0.06253147625683908,0,0
S0,2024-01-14 07:45:00,0.3100445141851005,0.12062589543017843,0,0
S0,2024-01-14 08:00:00,0.28542761497509095,0.04264589845800976,0,0
S0,2024-01-14 08:15:00,0.31500552197782483,0.13194722007651968,0,0
S0,2024-01-14 08:30:00,0.2824615362363528,0.04715161945111826,0,0
S0,2024-01-14 08:45:00,0.42343057716289934,0.06983895644663222,0,0
S0,2024-01-14 09:00:00,0.3837420782453194,0.18677596378143685,0,0
S0,2024-01-14 09:15:00,0.40433193051147304,0.05743214143840471,0,0
S0,2024-01-14 09:30:00,0.41827528859279,0.07377219762310012,0,0
S0,2024-01-14 09:45:00,0.3125653386743937,0.05902252963627,0,0
S0,2024-01-14 10:00:00,0.2933181822398376,0.04503431363428603,0,0
S0,2024-01-14 10:15:00,0.3281228761788421,0.04576567012029499,0,0
S0,2024-01-14 10:30:00,0.33805623675566615,0.05404589052085787,0,0
S0,2024-01-14 10:45:00,0.29601191769674734,0.03132049899606707,0,0
S0,2024-01-14 11:00:00,0.35571471405017135,0.041287272677535236,0,0
S0,2024-01-14 11:15:00,0.33972953799815836,0.05914214421944091,0,0
S0,2024-01-14 11:30:00,0.2972307317599149,0.07407341753829778,0,0
S0,2024-01-14 11:45:00,0.2525743495051683,0.06620335674257291,0,0
S0,2024-01-14 12:00:00,0.24771584268507585,0.04434556363503157,0,0
S0,2024-01-14 12:15:00,0.23547619249718868,0.07891719694850535,0,0
S0,2024-01-14 12:30:00,0.21055413790838975,0.16675133978773807,0,0
S0,2024-01-14 12:45:00,0.17645611434785455,0.0949928062010367,0,0
S0,2024-01-14 13:00:00,0.20855267378082915,0.07707585043724233,0,0
S0,2024-01-14 13:15:00,0.20145226753860557,0.10476528827740991,0,0
S0,2024-01-14 13:30:00,0.15978600500642015,0.08270134104819588,0,0
S0,2024-01-14 13:45:00,0.1753454403879717,0.10496980224572217,0,0
S0,2024-01-14 14:00:00,0.2009850850169189,0.10416343288613347,0,0
S0,2024-01-14 14:15:00,0.12309412124477992,0.10363452249429939,0,0
S0,2024-01-14 14:30:00,0.08730581167824068,0.09039797061072695,0,0
S0,2024-01-14 14:45:00,0.06761641243108292,0.08226781636539025,0,0
S0,2024-01-14 15:00:00,0.0690493471724837,0.08095635005557007,0,0
S0,2024-01-14 15:15:00,0.05303565713357948,0.06797459654055395,0,0
S0,2024-01-14 15:30:00,0.07369654072259496,0.08017408557197621,0,0
S0,2024-01-14 15:45:00,0.15090956398268573,0.0880344026752101,0,0
S0,2024-01-14 16:00:00,0.06484601532350959,0.08857820002906315,0,0
S0,2024-01-14 16:15:00,0.07122355396904928,0.04498595897749736,0,0
S0,2024-01-14 16:30:00,0.20034565405040847,0.11645537862899559,0,0
S0,2024-01-14 16:45:00,0.16738905632869067,0.06272170012167971,0,0
S0,2024-01-14 17:00:00,0.8532118027485956,0.5754073039081188,1,0
S0,2024-01-14 17:15:00,0.9191607826258706,0.5843306978117525,1,0
S0,2024-01-14 17:30:00,0.9068352655155866,0.5781692315684847,1,0
S0,2024-01-14 17:45:00,0.9501944439998425,0.605933491235586,1,0
S0,2024-01-14 18:00:00,0.928693280029355,0.6331785836019264,1,0
S0,2024-01-14 18:15:00,0.9472373501856493,0.6223428307159498,1,0
S0,2024-01-14 18:30:00,1.0,0.6287382746971883,1,0
S0,2024-01-14 18:45:00,0.9169743891601043,0.6317340461448586,1,0
S0,2024-01-14 19:00:00,0.8788968601862256,0.5939898484235283,1,0
S0,2024-01-14 19:15:00,0.8750370133110056,0.6040849287193772,1,0
S0,2024-01-14 19:30:00,0.8870372337092275,0.6225935967316896,1,0
